# FaceTracer Dataset v1.0 - faceindex.txt - http://www.cs.columbia.edu/CAVE/databases/facetracer/
# Format: face_id	imgurl	pageurl
2364	http://www.all-photos.net/pictures/d/1302-1/Alec+Baldwin+picture+7.jpg	http://www.all-photos.net/pictures/v/Celebrities/Male/Alec+Baldwin/Alec+Baldwin+picture+7.jpg.html?g2_fromNavId=x0b63f695
2365	http://www.artsactionfund.org/images/pac/events/2006/aad/IMG_8639.jpg	http://www.artsactionfund.org/stay_informed/news_you_can_use/aad_2006_reception.asp
2366	http://www.autographworld.com/photos/thumbs/alecbaldwin1.jpg	http://www.autographworld.com/photos/bynamegal.asp
2367	http://www.biography.com/famous/images/episode_images/Renee_Zellweger_320x240.jpg	http://www.biography.com/famous/fam_episode_guide.jsp?episode=155341
2368	http://www.biography.com/famous/images/episode_images/baldwin_alec_320x240.jpg	http://newsbusters.org/node/9571
2369	http://www.bitetv.ca/blog/archives/30Rock-baldwin.jpg	http://www.bitetv.ca/blog/archives/2007/10/index.shtml
2370	http://www.bitetv.ca/blog/archives/30Rock-baldwin.jpg	http://www.bitetv.ca/blog/archives/2007/10/index.shtml
2371	http://www.bostonsportz.com/storage/alec-baldwinx.jpg	http://www.bostonsportz.com/display/ShowJournal?moduleId=869014&categoryId=79453
2372	http://www.brooksinternational.com/Customized/Uploads/images/2alec_baldwin.jpg	http://www.brooksinternational.com/Alec_Baldwin_2.htm
2373	http://www.buddytv.com/articles/30_Rock/Images/alec-baldwin-3.jpg	http://www.buddytv.com/articles/30-rock/profile/alec-baldwin.aspx
2374	http://www.celebguru.org/images/alec-baldwin-to-apologize-for-rude-remarks-on-television_14.jpg	http://www.celebguru.org/entry/alec-baldwin-to-apologize-for-rude-remarks-on-television/
2375	http://www.celebritygossip.com/public/celebrity_pictures/thumbnails/alec_baldwin_18_31.jpg	http://www.celebritygossip.com/celebrities/alec-baldwin/pictures/
2376	http://www.celebritygossip.com/public/celebrity_pictures/thumbnails/alec_baldwin_18_32.jpg	http://www.celebritygossip.com/celebrities/alec-baldwin/pictures/
2377	http://www.celebritywonder.com/thumb/Alec_Baldwin/AlecBaldwina_Caulfield_12419794.jpg	http://www.celebritywonder.com/picture/Alec_Baldwin/
2378	http://www.celebrityzone.co.uk/celebimage/alec.jpg	http://www.celebrityzone.co.uk/cgi-bin/biog2.cgi?zzzaleczzz
2379	http://www.celebspin.com/wp-content/uploads/2007/04/alec_baldwin.jpg	http://www.celebspin.com/alec-baldwin-apologizes-on-the-view/
2380	http://www.charlottelaws.org/images/Charlotte_Laws_and_Alec_Baldwin.jpg	http://go-to-meetings.org/CHARLOTTE-RAY.html
2381	http://www.childrenofsalem.com/days/soapkids/aw/awkyleryanpepialecbaldwin.jpg	http://www.childrenofsalem.com/days/soapkids/aw/awkids12.html
2382	http://www.childrenofsalem.com/days/soapkids/aw/awkyleryanpepialecbaldwin.jpg	http://www.childrenofsalem.com/days/soapkids/aw/awkids12.html
2383	http://www.childrenofsalem.com/days/soapkids/aw/awkyleryanpepialecbaldwin.jpg	http://www.childrenofsalem.com/days/soapkids/aw/awkids12.html
2384	http://www.cognacscorner.tv/news/wp-content/uploads/2007/10/hampton-film-festival-047-alec-baldwin-and-vanessa-redgrave.jpg	http://www.cognacscorner.tv/news/2007/10/22/the-15th-annual-hamptons-international-film-festival/
2385	http://www.comparestoreprices.co.uk/images/unbranded/a/unbranded-alec-baldwin-autograph.jpg	http://www.comparestoreprices.co.uk/celebrity-autographs/unbranded-alec-baldwin-autograph.asp
2386	http://www.daretogamble.com/uploaded_images/alec-baldwin-797660.jpg	http://www.daretogamble.com/2007/04/alec-baldwin-tirade-bet-on-what-happens.html
2387	http://www.dennismcmillan.com/charleswillefo/_borders/blue_video.jpg	http://www.dennismcmillan.com/charleswillefo/adaptati.htm
2388	http://www.djfl.de/entertainment/stars/a/alec_baldwin/alec_baldwin.jpg	http://www.djfl.de/entertainment/stars/a/alec_baldwin/index.html
2389	http://www.dnevkino.ru/img/names_abaldwin.jpg	http://www.dnevkino.ru/allnames/names_abaldwin.html
2390	http://www.donscribner.com/photos/thecooler/don-scribner-alec-baldwin.jpg	http://www.donscribner.com/photos.php
2391	http://www.elgranmimon.com/images/alec_baldwin.jpg	http://www.elgranmimon.com/?cat=10
2392	http://www.elpais.com/recorte/20070421elpepuage_1/XLCO/Ies/20070421elpepuage_1.jpg	http://www.elpais.com/fotografia/gente/Alec/Baldwin/hija/Ireland/imgen/feliz/julio/2005/Nueva/York/elpfot/20070421elpepuage_1/Ies/
2393	http://www.emediawire.com/prfiles/2006/09/05/433618/AlecBaldwinLivnOutLoud.jpg	http://www.bostonherald.com/blogs/sports/rob_bradford/?m=200708
2394	http://www.emigrant.ie/Alumni/HustonPresidentAlecBaldwin.jpg	http://www.emigrant.ie/nuiggallery.htm
2395	http://www.esensja.pl/obrazki/artysci/19328_alec-baldwin-200.jpg	http://community.livejournal.com/team_america/
2396	http://www.exposay.com/celebrity-photos2/alec-baldwin-2006-glsen-respect-awards-MzEQXg.jpg	http://www.exposay.com/alec-tells-ladies-of-the-view-hes-sorry-about-mean-comments-to-daughter/v/10372/
2397	http://www.exposetheleft.com/wp-content/uploads/2006/03/hannityvsbaldwin.jpg	http://www.exposetheleft.com/2006/03/27/hannity-baldwin/
2398	http://www.exposetheleft.com/wp-content/uploads/2006/03/hannityvsbaldwin.jpg	http://www.exposetheleft.com/2006/03/27/hannity-baldwin/
2399	http://www.famousfigures.com/celebs/celebphotos/meyer1_alecbaldwin3.jpg	http://www.famousfigures.com/celebs/celeb8.html
2400	http://www.famousfools.com/images/baldwin2.jpg	http://www.famousfools.com/baldwin.htm
2401	http://www.filmfocus.nl/images/plaatjes/16357.jpg	http://www.filmfocus.nl/people/22-Alec-Baldwin.html
2402	http://www.filmmakermagazine.com/archives/online_features/images/bway_Alec_Baldwin.jpg	http://www.filmmakermagazine.com/archives/online_features/fabulous_invalid.php
2403	http://www.filmschoolrejects.com/images/stills/baldwin_2.jpg	http://www.filmschoolrejects.com/opinions/i-hate-you-alec-baldwin.php
2404	http://www.flashvideo.it/siteimages/newsphotos/film-elizabethtown.jpg	http://profile.myspace.com/index.cfm?fuseaction=user.viewprofile&friendid=187399052
2405	http://www.foxnews.com/images/278980/0_61_baldwin_alec.jpg	http://www.foxnews.com/story/0,2933,268967,00.html
2406	http://www.gina-raye.com/home/jamestownpix.jpg	http://www.gina-raye.com/news/highpoint.htm
2407	http://www.gossiportruth.com/wp-content/images-sorted/February2007/alec_baldwin_daughter.jpg	http://www.gossiportruth.com/2007/04/27/photo-of-the-day-%e2%80%93-come-to-papa/
2408	http://www.gothamist.com/attachments/tien/2007_04_baldwindaughter.jpg	http://gothamist.com/2007/04/26/alec_baldwin_cl.php
2409	http://www.gushmagazine.com/images/uploads/2075549_10.jpg	http://fecundstench.com/WordPress/?m=20070512
2410	http://www.hbo.com/news/img/463x290/2007_04/baldwins_13643601_463x290.jpg	http://www.hbo.com/news/archives/2007_04_20.html
2411	http://www.helenheart.com/alec/photo_title/0.jpg	http://www.helenheart.com/alec/index.html
2412	http://www.hermanstreet.com/store/media/i/headers/alec-baldwin.jpg	http://www.hermanstreet.com/store/movies_stars_alec-baldwin.html
2413	http://www.hilaryshepherd.com/rantsnraves/wp-content/uploads/2007/04/alec-baldwin.jpg	http://www.hilaryshepherd.com/rantsnraves/2007/04/26/
2414	http://www.hollywoodlife.net/wp-content/uploads/2007/06/alecbaldwin1.jpg	http://www.hollywoodlife.net/index.php/baldwin-and-basinger-back-in-court/
2415	http://www.hollywoodtratsch.de/upload/2007/04/richter_keine_besuche_mehr_von/alec-baldwin-3-thumb.jpg	http://www.hollywoodtratsch.de/alec_baldwin/
2416	http://www.holycandy.com/alecbaldwin-thumb.jpg	http://holycandy.com/category/fight-fight-fight/
2417	http://www.ilovethe80s.com/alecbaldwin.jpg	http://www.ilovethe80s.com/posters_actors_alecbaldwin.htm
2418	http://www.imurphy.com/images/alec_baldwin.jpg	http://www.imurphy.com/
2419	http://www.ipopper.net/pics/pictures/AlecBaldwin.jpg	http://www.ipopper.net/pics/default.asp?offset=48
2420	http://www.iusa.org/images/Alec%20Baldwin.JPG	http://www.iusa.org/
2421	http://www.jerhad.com/images/2007/05/04/alecbaldwin.jpg	http://www.jerhad.com/2007/05/index.html
2422	http://www.kenludwig.com/Cropped%20and%20Resized%20to%20400%20-%20Alec%20Baldwin%20Anne%20Heche.jpg	http://www.kenludwig.com/twentieth_century/twentieth_century.php
2423	http://www.laffstock.com/images/alecbaldwin.jpg	http://www.laffstock.com/TV-Series--80s/Saturday-Night-Live-Best-of-Alec-Baldwin/
2424	http://www.legrandaction.com/the-departed/img/the-departed06.jpg	http://www.thesaturdayboy.com/?p=48
2425	http://www.legrandaction.com/the-departed/img/the-departed06.jpg	http://www.thesaturdayboy.com/?p=48
2426	http://www.linternaute.com/sortir/cinema/diaporama/07/golden-globes/meilleure-acteur-serie-comedie.jpg	http://www.linternaute.com/sortir/cinema/diaporama/07/golden-globes/20.shtml
2427	http://www.livnoutloud.com/media/gallery/gallery_alec.jpg	http://www.livnoutloud.com/livn_out_loud_gallery.html
2428	http://www.manmademultimedia.com/magazine/news/ent/2004/2/Oscars.jpgs/alec_baldwin.jpg	http://www.manmademultimedia.com/magazine/news/ent/index_15.html
2429	http://www.martyangelo.com/alec_b1.jpg	http://www.martyangelo.com/alec_baldwin.htm
2430	http://www.martyangelo.com/alec_b1.jpg	http://www.martyangelo.com/alec_baldwin.htm
2431	http://www.menshairstyles.net/d/1102-1/Alec+Baldwin+Medium+Hair+Style.jpg	http://www.menshairstyles.net/v/celebrity-hair-style/Alec+Baldwin+Medium+Hair+Style.jpg.html
2432	http://www.millionairememorabilia.com/movie-memorabilia/alec_baldwin_cigar_af.jpg	http://www.millionairememorabilia.com/movie-memorabilia/cigar_display_alec_baldwin_ab8488s.htm
2433	http://www.millionairememorabilia.com/movie-memorabilia/alec_baldwin_cigar_aftn.jpg	http://www.millionairememorabilia.com/cigar-picture-celebrity-1.htm
2434	http://www.mindoversports.com/uploaded_images/PHOTO%20OF%20ALEC%20BALDWIN.jpg	http://www.mindoversports.com/selfhelp/
2435	http://www.mindoversports.com/uploaded_images/PHOTO%20OF%20ALEC%20BALDWIN.jpg	http://www.mindoversports.com/selfhelp/
2436	http://www.moderntimes.co.il/files/pics/243Alec%20Baldwin.jpg	http://www.moderntimes.co.il/list_movies.asp?list_type=PERSON&part=1&person_id=243
2437	http://www.mountainmagicsportswear.com/events/south&alec.jpg	http://www.mountainmagicsportswear.com/events/index.htm
2438	http://www.mountainmagicsportswear.com/events/south&alec.jpg	http://www.mountainmagicsportswear.com/events/index.htm
2439	http://www.mymovies.it/filmclub/attori/1606.jpg	http://www.mymovies.it/biografia/?a=1606
2440	http://www.nationalledger.com/artman/uploads/alec_baldwin.jpg	http://www.nationalledger.com/cgi-bin/artman/exec/view.cgi?archive=11&num=12943
2441	http://www.nbc.com/Saturday_Night_Live/images/bios/hosts/Alec_Baldwin.jpg	http://www.nbc.com/Saturday_Night_Live/episodes/Show_1475.shtml
2442	http://www.newsli.com/wp-content/uploads/2007/10/alec_baldwin_vanessa_redgra.jpg	http://www.newsli.com/2007/10/
2443	http://www.notas.com/Alec%20Baldwin%20med.jpg	http://www.notas.com/html/alec%20baldwin%20foto.htm
2444	http://www.nyseen.com/webready_vh172905/images/prevs/IMG_3939.jpg	http://www.nyseen.com/webready_vh172905/ppages/ppage42.htm
2445	http://www.pacificstaging.com/alecbaldwin.jpg	http://www.pacificstaging.com/gallery.html
2446	http://www.palmbeachpost.com/shared-blogs/palmbeach/thompson/Alec%20Baldwin.jpg	http://www.palmbeachpost.com/blogs/content/shared-blogs/palmbeach/thompson/entries/2007/04/
2447	http://www.pcrm.org/gala/event_photos/baldwin_silverstone2_hires.jpg	http://www.pcrm.org/gala/event_photos.html
2448	http://www.performinganimaltroupe.com/images/action/celebs/AlecBaldwinPugsley.jpg	http://www.performinganimaltroupe.com/action/celebs/index.html
2449	http://www.peta25.com/photos/600-Alec.jpg	http://www.peta25.com/gala-photogallery.asp
2450	http://www.petakids.com/photos/gala/600-baldwin.jpg	http://www.petakids.com/galawrapup.html?int=peta_newsfeed
2451	http://www.petakids.com/photos/gala/600-baldwin.jpg	http://www.petakids.com/galawrapup.html?int=peta_newsfeed
2452	http://www.previouslyontv.com/wiki/images/8/86/Alec_Baldwin.jpg	http://www.previouslyontv.com/wiki/index.php5?title=30_Rock
2453	http://www.realmofrandal.com/blog/wp-content/uploads/2007/04/alecbaldwin.jpg	http://www.realmofrandal.com/
2454	http://www.renewableenergylongisland.org/images/baldwin2.jpg	http://www.renewableenergylongisland.org/media.cfm
2455	http://www.rickmckay.com/BGA%20PRESS%20PAGE%20PHOTOS/alecbaldwin_HIRES.jpg	http://www.broadwaythegoldenage.com/press_photos.htm
2456	http://www.rickmckay.com/BGA%20PRESS%20PAGE%20PHOTOS/alecbaldwin_HIRES.jpg	http://www.broadwaythegoldenage.com/press_photos.htm
2457	http://www.seeing-stars.com/AllWallPosters/AlecBaldwin2.jpg	http://www.seeing-stars.com//StarIndexes/AlecBaldwin.shtml
2458	http://www.sfgate.com/blogs/images/sfgate/dailydish/2005/09/28/ga_dish_baldwin200x192.jpg	http://www.sfgate.com/cgi-bin/blogs/sfgate/indexd?blogid=7&year=2005&month=09&day=28
2459	http://www.sfgate.com/blogs/images/sfgate/dailydish/2005/09/28/ga_dish_baldwin200x192.jpg	http://www.sfgate.com/cgi-bin/blogs/sfgate/indexd?blogid=7&year=2005&month=09&day=28
2460	http://www.shogomad.com/clans/baldwin-mad/billy.jpg	http://www.shogomad.com/clans/baldwin-mad/
2461	http://www.sineport.com/golden/2006/Alec_Baldwin.jpg	http://www.sineport.com/golden/goldenglobe64.html
2462	http://www.solarnavigator.net/films_movies_actors/actors_films_images/alec_baldwin_ireland_kim_basinger.jpg	http://www.epf.uni-mb.si/FORUM/ShowPost.aspx?PageIndex=4&PostID=17545
2463	http://www.solarnavigator.net/films_movies_actors/actors_films_images/alec_baldwin_ireland_kim_basinger.jpg	http://www.epf.uni-mb.si/FORUM/ShowPost.aspx?PageIndex=4&PostID=17545
2464	http://www.sparklelikethestars.com/wp-content/uploads/icegrrl/2007/April/Alec_Baldwin.jpg	http://www.sparklelikethestars.com/index.php/page/3/
2465	http://www.starmuscle.com/wp-content/uploads/2007/03/alec-baldwin-help.jpg	http://www.starmuscle.com/2007/03/30/alec-baldwin-army/
2466	http://www.starmuscle.com/wp-content/uploads/2007/11/alec-baldwin.jpg	http://www.starmuscle.com/category/celebrity-arrests/
2467	http://www.telegraphindia.com/1040328/images/28alec.jpg	http://www.telegraphindia.com/1040328/asp/foreign/index.asp
2468	http://www.telegraphindia.com/1040328/images/28alec.jpg	http://www.telegraphindia.com/1040328/asp/foreign/index.asp
2469	http://www.the-trades.com/pictures/Baldwin.jpg	http://www.the-trades.com/article.php?id=4036
2470	http://www.theage.com.au/ffximage/2007/04/27/baldwin_narrowweb__300x462,0.jpg	http://www.theage.com.au/news/people/baldwin-throws-book-at-divorce/2007/04/29/1177788011468.html
2471	http://www.thebiographychannel.co.uk/images/biographies/main/843_bio_homepage_main.jpg	http://www.thebiographychannel.co.uk/biography_home/843:1105/Alec_Baldwin.htm
2472	http://www.thecelebritytruth.com/assets/Uploads/Alec-Baldwin-NBC.jpg	http://www.thecelebritytruth.com/./?start=12
2473	http://www.thenervousbreakdown.com/photos/uncategorized/2007/04/23/alecbaldwin2006glsenrespectawards9o.jpg	http://www.thenervousbreakdown.com/lauren_baratz_logsted/
2474	http://www.tribuneindia.com/2003/20031110/world4.jpg	http://www.tribuneindia.com/2003/20031110/world.htm
2475	http://www.tvfodder.com/30_rock/archives/alec-baldwin.jpg	http://www.tvfodder.com/30_rock/archives/2007/03/30_rock_new_time_slot_new_epis.shtml
2476	http://www.tvguide.com/images/pgimg/alec-baldwin13.jpg	http://www.tvguide.com/celebrities/alec-baldwin/photos/138697/25
2477	http://www.tvsquad.com/media/2006/05/TOM-HANKS-and-RHCP.jpg	http://www.tvsquad.com/2006/05/07/saturday-night-live-tom-hanks-and-red-hot-chili-peppers/
2478	http://www.twinsworld.com/images/alecrnk.jpg	http://www.twinsworld.com/images/
2479	http://www.twinsworld.com/images/alecrnk.jpg	http://www.twinsworld.com/images/
2480	http://www.uniquemem.com/Alec_Baldwin.jpg	http://www.uniquemem.com/prod07.htm
2481	http://www.usatoday.com/life/gallery/family/baldwins.jpg	http://www.usatoday.com/life/gallery/family/contenttemplate19.htm
2482	http://www.viply.ru/wp-import/images/alec-baldwin-7103.jpg	http://www.viply.ru/?p=154
2483	http://www.wftv.com/sh/entertainment/images/Screengrabs/alecbaldwin.jpg	http://www.wftv.com/entertainment/136402/detail.html
2484	http://www.wmj.ru/Portals/3/articles/celebreties/Alec_Baldwin-1.jpg	http://www.wmj.ru/tabid/412/catalogID/27845/Default.aspx
2485	http://www.yuddy.com/articleimages/alec%20baldwinMzk=.jpg	http://www.yuddy.com/celebrity/alec-baldwin/bio
2486	http://www.zazangels.com/aleckim1.jpg	http://www.zazangels.com/honoring.htm
2487	http://www.ziplink.net/~holm/ngg/abaldwin1.jpg	http://www.ziplink.net/~holm/ngg/ngghunk.html
2488	http://www.ziplink.net/~holm/ngg/abaldwin1.jpg	http://www.ziplink.net/~holm/ngg/ngghunk.html
2489	http://z.about.com/d/tvcomedies/1/0/8/2/-/-/1TINabN06.jpg	http://www.here-in-idaho.com/2007/03/19/for-the-fellas/
2490	http://www.cricinfo.com/link_to_database/PICTURES/DB/011998/000838.jpg	http://www.cricinfo.com/perl/picture.cgi/000838/ENG
2491	http://www.cricinfo.com/link_to_database/PICTURES/DB/011998/000838.jpg	http://www.cricinfo.com/perl/picture.cgi/000838/ENG
2492	http://www.cricinfo.com/link_to_database/PICTURES/DB/052004/052499.jpg	http://www.cricinfo.com/perl/picture.cgi/052499
2493	http://www.cricinfo.com/db/PICTURES/CMS/51800/51895.jpg	http://content.cricinfo.com/england/content/image/214503.html
2494	http://www.action.org.uk/giving/images/_AlecStewart.jpg	http://www.action.org.uk/giving/art_auction_gallery.php
2495	http://www.footballinfocus.co.uk/acatalog/Stewart-Cricket-001-misc.JPG	http://www.footballinfocus.co.uk/acatalog/Alec_Stewart___Signed_Print___Cricket.html
2496	http://www.getpakistan.com/Cricket/England/alec_stewart.jpg	http://www.getpakistan.com/Cricket/World_Cup_England_squad.htm
2497	http://www.ifyougolf.com/graphics/ifyougolf/news/players/alec_stewart_300_225.jpg	http://www.ifyougolf.com/news/newsarticle?ObjectID=6049515
2498	http://www.netcomuk.co.uk/~einhorn/2002/pics/mark_alec_stewart1.jpg	http://www.netcomuk.co.uk/~einhorn/2002/pics/alec_stewart1.htm
2499	http://www.sheetudeep.com/worldcup/profiles/images/Alec-Stewart.jpg	http://www.sheetudeep.com/worldcup/profiles/images
2500	http://graphics.ocsn.com/schools/va/graphics/last-ball-jones-150x250.jpg	http://virginiasports.collegesports.com/ot/va-u-hall-memories.html
2501	http://www.alabamawildlife.org/images/Presentation%201st%20Place%20web.jpg	http://www.alabamawildlife.org/heritage/cookoff_winners/talladega.asp
2502	http://www.alabamawildlife.org/images/Presentation%201st%20Place%20web.jpg	http://www.alabamawildlife.org/heritage/cookoff_winners/talladega.asp
2503	http://www.alabamawildlife.org/images/Presentation%201st%20Place%20web.jpg	http://www.alabamawildlife.org/heritage/cookoff_winners/talladega.asp
2504	http://www.australiaitalia.it/Img_Var/CoryBernardi.jpg	http://www.australiaitalia.it/news.asp?Action=Liv_2&amp;Id=166
2505	http://www.bangornews.com/news/articlefiles/r.aspx?f=gallery/Announcements/obituaries/363163i_1.jpg	http://www.bangornews.com/news/templates/default.aspx?a=59758&amp;template=print-article.htm
2506	http://www.freewilliamsburg.com/december_2003/images/xiuxiu.jpg	http://www.freewilliamsburg.com/december_2003/xiuxiu.html
2507	http://www.freewilliamsburg.com/december_2003/images/xiuxiu.jpg	http://www.freewilliamsburg.com/december_2003/xiuxiu.html
2508	http://www.igs.net/~awhp/ffaf85.jpg	http://www.igs.net/~awhp/loca4.html
2509	http://www.nba.com/media/playerfile/cory_alexander.jpg	http://www.nba.com/playerfile/cory_alexander/printable_player_files.html
2510	http://www.ncga.org/tourneys/juniorclassb.jpg	http://www.ncga.org/tourneys/junior.htm
2511	http://www.ncga.org/tourneys/juniorclassb.jpg	http://www.ncga.org/tourneys/junior.htm
2512	http://www.seorf.ohiou.edu/~xx148/Graphics/modelunteam.jpg	http://www.seorf.ohiou.edu/~xx148/modelun.htm
2513	http://www.seorf.ohiou.edu/~xx148/Graphics/modelunteam.jpg	http://www.seorf.ohiou.edu/~xx148/modelun.htm
2514	http://www.seorf.ohiou.edu/~xx148/Graphics/modelunteam.jpg	http://www.seorf.ohiou.edu/~xx148/modelun.htm
2515	http://www.seorf.ohiou.edu/~xx148/Graphics/modelunteam.jpg	http://www.seorf.ohiou.edu/~xx148/modelun.htm
2516	http://www.tut99.com/images/0308JenniferWedding/large/DSCN5486b.jpg	http://www.tut99.com/family/0308JenniferWedding.htm
2517	http://www.tut99.com/images/0308JenniferWedding/large/DSCN5486b.jpg	http://www.tut99.com/family/0308JenniferWedding.htm
2518	http://www.tut99.com/images/0308JenniferWedding/large/DSCN5496b.jpg	http://www.tut99.com/family/0308JenniferWedding.htm
2519	http://www.cdalbumstore.com/acatalog/alexanderonealhearsay.jpg	http://www.cdalbumstore.com/acatalog/Online_Catalogue_Alexander_O_Neal_119.html
2520	http://www.wycombeswan.co.uk/image_library/1/14/270.jpg	http://www.wycombeswan.co.uk/pr-productions_details.asp?pid=160
2521	http://pakistantimes.net/2004/12/25/r1797137372.jpg	http://pakistantimes.net/2004/12/25/top6.htm
2522	http://www.aliarman.com/photoalbum/images/19_jpg.jpg	http://www.aliarman.com/photoalbum/pages/19_jpg.htm
2523	http://www.aliarman.com/photoalbum/images/19_jpg.jpg	http://www.aliarman.com/photoalbum/pages/19_jpg.htm
2524	http://www.aliarman.com/photoalbum/images/19_jpg.jpg	http://www.aliarman.com/photoalbum/pages/19_jpg.htm
2525	http://www.communityanderson.com/physicians/images/Naqvi.jpg	http://www.communityanderson.com/Services/cancer_care.asp
2526	http://www.naqvis.net/pics/dr_naqvi_s.jpg	http://www.naqvis.net/family_quiz.htm
2527	http://yoyo.its.monash.edu.au/~naqvi/images/irfan.jpg	http://yoyo.cc.monash.edu.au/~naqvi
2528	http://blog.japanizzle.com/images/Alicia_Keys2006.jpg	http://blog.japanizzle.com/?eid=69603
2529	http://content.clearchannel.com/Photos/musicians/alicia_keys/alicia_keys_FrankMicelotta.jpg	http://content.clearchannel.com/Photos/musicians/alicia_keys
2530	http://images.askmen.com/imagesmusician/2001_sep/alicia_keys/alicia_keys_150b.jpg	http://www.askmen.net/women/singer_100/100b_alicia_keys.html
2531	http://images.easyart.com/i/prints/rw/lg/2/3/Celebrity-Image-Beyonce-Knowles-and-Alicia-Keys-231222.jpg	http://us.easyart.com/art-prints/prints/Celebrity-Image/Beyonce-Knowles-and-Alicia-Keys-231222.html
2532	http://imstars.aufeminin.com/stars/fan/D20050621/998_364814400_alicia_keys13_H183504_L.jpg	http://www.sofeminine.co.uk/world/stars/photos__todo=zoom&amp;i=998&amp;page=290.html
2533	http://imstars.aufeminin.com/stars/fan/D20050619/998_364814400_alicia_keys14_H202124_L.jpg	http://www.sofeminine.co.uk/world/stars/photos__todo=zoom&amp;i=998&amp;page=296.html
2534	http://pub.tv2.no/multimedia/TV2/archive/00170/Alicia_Keys__Usher_170132a.jpg	http://pub.tv2.no/TV2/underholdning/musikk/article304422.ece
2535	http://shotsdaily.com/music/photos/Alicia-Keys-Black-Ball.jpg	http://www.shotsdaily.com/music/alicia_keys_keep_a_child_alive.php
2536	http://www.lahiguera.net/musicalia/artistas/alicia_keys/fotos/405/alicia_keys.jpg	http://www.lahiguera.net/musicalia/artistas/alicia_keys/fotos/405
2537	http://www.nationalledger.com/artman/uploads/alicia_keys.jpg	http://www.nationalledger.com/artman/publish/article_27262452.shtml
2538	http://www.sparklelikethestars.com/wp-content/aliciakeys.jpg	http://www.sparklelikethestars.com/?p=48
2539	http://www.theage.com.au/ffximage/2004/10/25/alicia_keys_narrowweb__200x283.jpg	http://www.theage.com.au/articles/2004/10/25/1098667674871.html?from=storyrhs
2540	http://medias.lemonde.fr/mmpub/edt/ill/2007/06/28/v_6_ill_929373_alistair_darling,_min_des_finances.jpg	http://www.lemonde.fr/web/article/0,1-0@2-3214,36-929376@51-924316,0.html
2541	http://www.aapg.org/explorer/1999/09sep/alistair_brown.jpg	http://www.aapg.org/explorer/1999/09sep/seg_aapg_lect.cfm
2542	http://www.advococonsultancy.co.uk/files/Alistair-Brown.jpg	http://www.advococonsultancy.co.uk/consultants.htm
2543	http://www.blogblogblog.com/2003/05-18-deuce/alistair.jpg	http://www.blogblogblog.com/2003_05.php
2544	http://www.cardiffcasting.co.uk/Small_pictures/Alistair_Sill_small.jpg	http://www.cardiffcasting.co.uk/men/Men.html
2545	http://www.cricinfo.com/db/PICTURES/DB/072000/013581.jpg	http://www.icc-cricket.com/england/content/image/179745.html?wrappertype=print
2546	http://www.journalism.co.uk/images/brownjul2005.jpg	http://www.journalism.co.uk/jsmonthly.shtml
2547	http://www.missioncouncil.se/images/18.3a68492510edd81ef778000927/alistair_brown.jpg	http://www.missioncouncil.se/nyhetsarkiv/5.3a68492510edd81ef778000776.html
2548	http://www.ovalworld-online.com/brown2005.jpg	http://www.ovalworld-online.com/statisticsbrown.htm
2549	http://www.raithroversfc.com/images/photos/FP_Alistair_Brown_0506_Head.jpg	http://www.raithroversfc.com/cgi-bin/players.cgi
2550	http://www.raithroversfc.com/images/photos/PP_Alistair_Brown_0506_HS.jpg	http://www.raithroversfc.com/cgi-bin/players.cgi?id=148
2551	http://www.telegraph.co.uk/money/graphics/2007/06/28/bcndarling128.jpg	http://www.telegraph.co.uk/money/main.jhtml?xml=/money/2007/06/28/bcndarling128.xml
2552	http://www.thomasbrownengineering.co.uk/images/recentdev1.jpg	http://www.thomasbrownengineering.co.uk/recent_developments.htm
2553	http://croweitalia.altervista.org/Eventi/01AllanBorder/RussellCrowe_AlanBorder_2001_03.jpg	http://croweitalia.altervista.org/Eventi/01AllanBorder/01-02-12AllanBorder.htm
2554	http://news.bbc.co.uk/olmedia/1420000/images/_1421991_border_300.jpg	http://news.bbc.co.uk/sport1/hi/cricket/the_ashes/1421991.stm
2555	http://www.cricinfo.com/db/PICTURES/DB/112000/017660.jpg	http://www.icc-cricket.com/india/content/image/193676.html
2556	http://www.cricinfo.com/db/PICTURES/DB/012003/041555.jpg	http://www.icc-cricket.com/icccont/content/image/158788.html
2557	http://www.cricinfo.com/link_to_database/PICTURES/DB/102004/055395.jpg	http://www.cricinfo.com/perl/picture.cgi/055395
2558	http://www.cricinfo.com/db/PICTURES/CMS/58800/58845.jpg	http://content-usa.cricinfo.com/australia/content/image/236000.html
2559	http://www.cricinfo.com/db/PICTURES/CMS/71400/71477.jpg	http://content-usa.cricinfo.com/ci/content/image/279068.html
2560	http://www.cricinfo.com/db/PICTURES/CMS/71400/71477.jpg	http://content-usa.cricinfo.com/ci/content/image/279068.html
2561	http://www.outlookindia.com/images/allan_border_thumb_031202.jpg	http://www.outlookindia.com/subsection.asp?subsec=&amp;pn=23
2562	http://www.sawf.org/newsphotos/2/Former_Australian_Steve_Waugh_L_Allan_Border_C_Mark_Taylor_R_The_Ashes_Sydney_International_Airport_London_200610170102153750_afp.jpg	http://news.sawf.org/Sports/24259.aspx
